Municípios;Código municipal;UF;%
Boca da Mata;2701001;AL;sem ocorrência
Boca do Acre;1300706;AM;2,17
Bocaina;2201804;PI;sem ocorrência
Bocaina;3506805;SP;sem ocorrência
Bocaina de Minas;3107208;MG;99,48
Bocaina do Sul;4202438;SC;sem ocorrência
Bocaiúva;3107307;MG;sem ocorrência
Bocaiúva do Sul;4103107;PR;sem ocorrência
Bodó;2401651;RN;sem ocorrência
Bodocó;2602001;PE;10,93
Bodoquena;5002159;MS;sem ocorrência
Bofete;3506904;SP;24,13
Boituva;3507001;SP;sem ocorrência
Bom Conselho;2602100;PE;sem ocorrência
Bom Despacho;3107406;MG;sem ocorrência
Bom Jardim;2102002;MA;1,76
Bom Jardim;2602209;PE;sem ocorrência
Bom Jardim;3300506;RJ;sem ocorrência
Bom Jardim da Serra;4202503;SC;0,55
Bom Jardim de Goiás;5203401;GO;sem ocorrência
Bom Jardim de Minas;3107505;MG;0,01
Bom Jesus;2201903;PI;sem ocorrência
Bom Jesus;2401701;RN;sem ocorrência
Bom Jesus;2502201;PB;sem ocorrência
Bom Jesus;4202537;SC;sem ocorrência
Bom Jesus;4302303;RS;sem ocorrência
Bom Jesus da Lapa;2903904;BA;sem ocorrência
Bom Jesus da Penha;3107604;MG;sem ocorrência
Bom Jesus da Serra;2903953;BA;sem ocorrência
Bom Jesus das Selvas;2102036;MA;sem ocorrência
Bom Jesus de Goiás;5203500;GO;sem ocorrência
Bom Jesus do Amparo;3107703;MG;sem ocorrência
Bom Jesus do Araguaia;5101852;MT;sem ocorrência
Bom Jesus do Galho;3107802;MG;sem ocorrência
Bom Jesus do Itabapoana;3300605;RJ;0,01
Bom Jesus do Norte;3201100;ES;sem ocorrência
Bom Jesus do Oeste;4202578;SC;sem ocorrência
Bom Jesus do Sul;4103156;PR;sem ocorrência
Bom Jesus do Tocantins;1501576;PA;sem ocorrência
Bom Jesus do Tocantins;1703305;TO;sem ocorrência
Bom Jesus dos Perdões;3507100;SP;0,63
Bom Lugar;2102077;MA;sem ocorrência
Bom Princípio;4302352;RS;sem ocorrência
Bom Princípio do Piauí;2201919;PI;sem ocorrência
Bom Progresso;4302378;RS;sem ocorrência
Bom Repouso;3107901;MG;sem ocorrência
Bom Retiro;4202602;SC;sem ocorrência
Bom Retiro do Sul;4302402;RS;sem ocorrência
Bom Sucesso;2502300;PB;sem ocorrência
Bom Sucesso;3108008;MG;sem ocorrência
Bom Sucesso;4103206;PR;sem ocorrência
Bom Sucesso de Itararé;3507159;SP;sem ocorrência
Bom Sucesso do Sul;4103222;PR;sem ocorrência
Bombinhas;4202453;SC;sem ocorrência
Bonfim;1400159;RR;sem ocorrência
Bonfim;3108107;MG;sem ocorrência
Bonfim do Piauí;2201929;PI;sem ocorrência
Bonfinópolis;5203559;GO;sem ocorrência
Bonfinópolis de Minas;3108206;MG;sem ocorrência
Boninal;2904001;BA;sem ocorrência
Bonito;1501600;PA;sem ocorrência
Bonito;2602308;PE;sem ocorrência
Bonito;2904050;BA;sem ocorrência
Bonito;5002209;MS;0,06
Bonito de Minas;3108255;MG;100
Bonito de Santa Fé;2502409;PB;sem ocorrência
Bonópolis;5203575;GO;sem ocorrência
Boqueirão;2502508;PB;sem ocorrência
Boqueirão do Leão;4302451;RS;sem ocorrência
Boqueirão do Piauí;2201945;PI;sem ocorrência
Boquim;2800670;SE;sem ocorrência
Boquira;2904100;BA;sem ocorrência
Borá;3507209;SP;sem ocorrência
Boracéia;3507308;SP;sem ocorrência
Borba;1300805;AM;7,44
Borborema;2502706;PB;1,83
Borborema;3507407;SP;sem ocorrência
Borda da Mata;3108305;MG;sem ocorrência
Borebi;3507456;SP;sem ocorrência
Borrazópolis;4103305;PR;sem ocorrência
Bossoroca;4302501;RS;sem ocorrência
Botelhos;3108404;MG;sem ocorrência
Botucatu;3507506;SP;2,06
Botumirim;3108503;MG;0,19
Botuporã;2904209;BA;sem ocorrência
Botuverá;4202701;SC;sem ocorrência
Bozano;4302584;RS;sem ocorrência
Braço do Norte;4202800;SC;sem ocorrência
Braço do Trombudo;4202859;SC;sem ocorrência
Braga;4302600;RS;sem ocorrência
Bragança;1501709;PA;1,81
Bragança Paulista;3507605;SP;100
Braganey;4103354;PR;sem ocorrência
Branquinha;2701100;AL;14,28
Brás Pires;3108701;MG;sem ocorrência
Brasil Novo;1501725;PA;sem ocorrência
Brasilândia;5002308;MS;sem ocorrência
Brasilândia de Minas;3108552;MG;sem ocorrência
Brasilândia do Sul;4103370;PR;sem ocorrência
Brasilândia do Tocantins;1703602;TO;sem ocorrência
Brasiléia;1200104;AC;10,78
Brasileira;2201960;PI;86,12
Brasília;5300108;DF;39,16
Brasília de Minas;3108602;MG;sem ocorrência
Brasnorte;5101902;MT;sem ocorrência
Braúna;3507704;SP;sem ocorrência
Braúnas;3108800;MG;sem ocorrência
Brazabrantes;5203609;GO;sem ocorrência
Brazópolis;3108909;MG;9,88
Brejão;2602407;PE;sem ocorrência
Brejetuba;3201159;ES;sem ocorrência
Brejinho;2401800;RN;sem ocorrência
Brejinho;2602506;PE;sem ocorrência
Brejinho de Nazaré;1703701;TO;sem ocorrência
Brejo;2102101;MA;1,18
Brejo Alegre;3507753;SP;sem ocorrência
Brejo da Madre de Deus;2602605;PE;41,37
Brejo de Areia;2102150;MA;sem ocorrência
Brejo do Cruz;2502805;PB;sem ocorrência
Brejo do Piauí;2201988;PI;sem ocorrência
Brejo dos Santos;2502904;PB;sem ocorrência
Brejo Grande;2800704;SE;sem ocorrência
Brejo Grande do Araguaia;1501758;PA;sem ocorrência
Brejo Santo;2302503;CE;6
Brejões;2904308;BA;sem ocorrência
Brejolândia;2904407;BA;sem ocorrência
Breu Branco;1501782;PA;45,96
Breves;1501808;PA;87,89
Britânia;5203807;GO;sem ocorrência
Brochier;4302659;RS;sem ocorrência
Brodowski;3507803;SP;sem ocorrência
Brotas;3507902;SP;6,57
Brotas de Macaúbas;2904506;BA;sem ocorrência
Brumadinho;3109006;MG;23,62
Brumado;2904605;BA;sem ocorrência
Brunópolis;4202875;SC;sem ocorrência
Brusque;4202909;SC;0
Bueno Brandão;3109105;MG;sem ocorrência
Buenópolis;3109204;MG;0,75
Buenos Aires;2602704;PE;sem ocorrência
Buerarema;2904704;BA;sem ocorrência
Bugre;3109253;MG;sem ocorrência
Buíque;2602803;PE;0,52
Bujari;1200138;AC;0,62
Bujaru;1501907;PA;sem ocorrência
Buri;3508009;SP;0,03
Buritama;3508108;SP;sem ocorrência
Buriti;2102200;MA;100
Buriti Alegre;5203906;GO;sem ocorrência
Buriti Bravo;2102309;MA;sem ocorrência
Buriti de Goiás;5203939;GO;1,46
Buriti do Tocantins;1703800;TO;sem ocorrência
Buriti dos Lopes;2202000;PI;83,4
Buriti dos Montes;2202026;PI;1,4
Buriticupu;2102325;MA;sem ocorrência
Buritinópolis;5203962;GO;30,43
Buritirama;2904753;BA;sem ocorrência
Buritirana;2102358;MA;sem ocorrência
Buritis;1100452;RO;1,58
Buritis;3109303;MG;sem ocorrência
Buritizal;3508207;SP;sem ocorrência
Buritizeiro;3109402;MG;sem ocorrência
Butiá;4302709;RS;sem ocorrência
Caapiranga;1300839;AM;sem ocorrência
Caaporã;2503001;PB;0,02
Caarapó;5002407;MS;0,06
Caatiba;2904803;BA;sem ocorrência
Cabaceiras;2503100;PB;11,47
Cabaceiras do Paraguaçu;2904852;BA;43,97
Cabeceira Grande;3109451;MG;sem ocorrência
Cabeceiras;5204003;GO;sem ocorrência
Cabeceiras do Piauí;2202059;PI;sem ocorrência
Cabedelo;2503209;PB;0,03
Cabixi;1100031;RO;sem ocorrência
Cabo de Santo Agostinho;2602902;PE;0,48
Cabo Frio;3300704;RJ;5,55
Cabo Verde;3109501;MG;sem ocorrência
Cabrália Paulista;3508306;SP;sem ocorrência
Cabreúva;3508405;SP;100
Cabrobó;2603009;PE;0,05
Caçador;4203006;SC;0,01
Caçapava;3508504;SP;0,22
Caçapava do Sul;4302808;RS;sem ocorrência
Cacaulândia;1100601;RO;sem ocorrência
Cacequi;4302907;RS;sem ocorrência
Cáceres;5102504;MT;0,01
Cachoeira;2904902;BA;5,06
Cachoeira Alta;5204102;GO;sem ocorrência
Cachoeira da Prata;3109600;MG;sem ocorrência
Cachoeira de Goiás;5204201;GO;sem ocorrência
Cachoeira de Minas;3109709;MG;sem ocorrência
Cachoeira de Pajeú;3102704;MG;sem ocorrência
Cachoeira do Arari;1502004;PA;100
Cachoeira do Piriá;1501956;PA;sem ocorrência
Cachoeira do Sul;4303004;RS;sem ocorrência
Cachoeira dos Índios;2503308;PB;sem ocorrência
Cachoeira Dourada;3109808;MG;sem ocorrência
Cachoeira Dourada;5204250;GO;sem ocorrência
Cachoeira Grande;2102374;MA;98,26
Cachoeira Paulista;3508603;SP;3,28
Cachoeiras de Macacu;3300803;RJ;33,32
Cachoeirinha;1703826;TO;sem ocorrência
Cachoeirinha;2603108;PE;sem ocorrência
Cachoeirinha;4303103;RS;sem ocorrência
Cachoeiro de Itapemirim;3201209;ES;0,01
Cacimba de Areia;2503407;PB;sem ocorrência
Cacimba de Dentro;2503506;PB;sem ocorrência
Cacimbas;2503555;PB;sem ocorrência
Cacimbinhas;2701209;AL;sem ocorrência
Cacique Doble;4303202;RS;sem ocorrência
Cacoal;1100049;RO;sem ocorrência
Caconde;3508702;SP;sem ocorrência
Caçu;5204300;GO;sem ocorrência
Caculé;2905008;BA;sem ocorrência
Caém;2905107;BA;sem ocorrência
Caetanópolis;3109907;MG;sem ocorrência
Caetanos;2905156;BA;sem ocorrência
Caeté;3110004;MG;0,04
Caetés;2603207;PE;sem ocorrência
Caetité;2905206;BA;sem ocorrência
Cafarnaum;2905305;BA;sem ocorrência
Cafeara;4103404;PR;sem ocorrência
Cafelândia;3508801;SP;sem ocorrência
Cafelândia;4103453;PR;sem ocorrência
Cafezal do Sul;4103479;PR;sem ocorrência
Caiabu;3508900;SP;sem ocorrência
Caiana;3110103;MG;sem ocorrência
Caiapônia;5204409;GO;sem ocorrência
Caibaté;4303301;RS;sem ocorrência
Caibi;4203105;SC;sem ocorrência
Caiçara;2503605;PB;sem ocorrência
Caiçara;4303400;RS;sem ocorrência
Caiçara do Norte;2401859;RN;sem ocorrência
Caiçara do Rio do Vento;2401909;RN;sem ocorrência
Caicó;2402006;RN;sem ocorrência
Caieiras;3509007;SP;sem ocorrência
Cairu;2905404;BA;99,97
Caiuá;3509106;SP;sem ocorrência
Cajamar;3509205;SP;100
Cajapió;2102408;MA;100
Cajari;2102507;MA;100
Cajati;3509254;SP;4,18
Cajazeiras;2503704;PB;sem ocorrência
Cajazeiras do Piauí;2202075;PI;sem ocorrência
Cajazeirinhas;2503753;PB;sem ocorrência
Cajobi;3509304;SP;sem ocorrência
Cajueiro;2701308;AL;sem ocorrência
Cajueiro da Praia;2202083;PI;97,52
Cajuri;3110202;MG;sem ocorrência
Cajuru;3509403;SP;sem ocorrência
Calçado;2603306;PE;sem ocorrência
Calçoene;1600204;AP;1,35
Caldas;3110301;MG;sem ocorrência
Caldas Brandão;2503803;PB;sem ocorrência
Caldas Novas;5204508;GO;sem ocorrência
Caldazinha;5204557;GO;sem ocorrência
Caldeirão Grande;2905503;BA;sem ocorrência
Caldeirão Grande do Piauí;2202091;PI;97,84
Califórnia;4103503;PR;sem ocorrência
Calmon;4203154;SC;sem ocorrência
Calumbi;2603405;PE;sem ocorrência
Camacan;2905602;BA;sem ocorrência
Camaçari;2905701;BA;23,57
Camacho;3110400;MG;sem ocorrência
Camalaú;2503902;PB;sem ocorrência
Camamu;2905800;BA;28,36
Camanducaia;3110509;MG;100
Camapuã;5002605;MS;0,27
Camaquã;4303509;RS;0,27
Camaragibe;2603454;PE;11,3
Camargo;4303558;RS;sem ocorrência
Cambará;4103602;PR;sem ocorrência
Cambará do Sul;4303608;RS;1,01
Cambé;4103701;PR;sem ocorrência
Cambira;4103800;PR;sem ocorrência
Camboriú;4203204;SC;sem ocorrência
Cambuci;3300902;RJ;0,03
Cambuí;3110608;MG;sem ocorrência
Cambuquira;3110707;MG;sem ocorrência
Cametá;1502103;PA;sem ocorrência
Camocim;2302602;CE;sem ocorrência
Camocim de São Félix;2603504;PE;sem ocorrência
Campanário;3110806;MG;sem ocorrência
Campanha;3110905;MG;sem ocorrência
Campestre;2701357;AL;sem ocorrência
Campestre;3111002;MG;1,06
Campestre da Serra;4303673;RS;sem ocorrência
Campestre de Goiás;5204607;GO;sem ocorrência
Campestre do Maranhão;2102556;MA;sem ocorrência
Campina da Lagoa;4103909;PR;sem ocorrência
Campina das Missões;4303707;RS;sem ocorrência
Campina do Monte Alegre;3509452;SP;sem ocorrência
Campina do Simão;4103958;PR;sem ocorrência
Campina Grande;2504009;PB;0,03
Campina Grande do Sul;4104006;PR;58,04
Campina Verde;3111101;MG;sem ocorrência
Campinaçu;5204656;GO;sem ocorrência
Campinápolis;5102603;MT;sem ocorrência
Campinas;3509502;SP;2,71
Campinas do Piauí;2202109;PI;sem ocorrência
Campinas do Sul;4303806;RS;sem ocorrência
Campinorte;5204706;GO;sem ocorrência
Campo Alegre;2701407;AL;sem ocorrência
Campo Alegre;4203303;SC;sem ocorrência
Campo Alegre de Goiás;5204805;GO;sem ocorrência
Campo Alegre de Lourdes;2905909;BA;sem ocorrência
Campo Alegre do Fidalgo;2202117;PI;sem ocorrência
Campo Azul;3111150;MG;sem ocorrência
Campo Belo;3111200;MG;sem ocorrência
Campo Belo do Sul;4203402;SC;sem ocorrência
Campo Bom;4303905;RS;sem ocorrência
Campo Bonito;4104055;PR;sem ocorrência
Campo do Brito;2801009;SE;sem ocorrência
Campo do Meio;3111309;MG;sem ocorrência
Campo do Tenente;4104105;PR;sem ocorrência
Campo Erê;4203501;SC;sem ocorrência
Campo Florido;3111408;MG;sem ocorrência
Campo Formoso;2906006;BA;14,47
Campo Grande;2401305;RN;sem ocorrência
Campo Grande;2701506;AL;sem ocorrência
Campo Grande;5002704;MS;4,5
Campo Grande do Piauí;2202133;PI;sem ocorrência
Campo Largo;4104204;PR;24,56
Campo Largo do Piauí;2202174;PI;sem ocorrência
Campo Limpo de Goiás;5204854;GO;100
Campo Limpo Paulista;3509601;SP;5,16
Campo Magro;4104253;PR;70,13
Campo Maior;2202208;PI;sem ocorrência
Campo Mourão;4104303;PR;0,01
Campo Novo;4304002;RS;sem ocorrência
Campo Novo de Rondônia;1100700;RO;sem ocorrência
Campo Novo do Parecis;5102637;MT;sem ocorrência
Campo Redondo;2402105;RN;sem ocorrência
Campo Verde;5102678;MT;0,01
Campos Altos;3111507;MG;sem ocorrência
Campos Belos;5204904;GO;sem ocorrência
Campos Borges;4304101;RS;sem ocorrência
Campos de Júlio;5102686;MT;sem ocorrência
Campos do Jordão;3509700;SP;99,57
Campos dos Goytacazes;3301009;RJ;0,02
Campos Gerais;3111606;MG;sem ocorrência
Campos Lindos;1703842;TO;sem ocorrência
Campos Novos;4203600;SC;sem ocorrência
Campos Novos Paulista;3509809;SP;sem ocorrência
Campos Sales;2302701;CE;3,23
Campos Verdes;5204953;GO;sem ocorrência
Camutanga;2603603;PE;sem ocorrência
Cana Verde;3111903;MG;sem ocorrência
Canaã;3111705;MG;sem ocorrência
Canaã dos Carajás;1502152;PA;0,02
Canabrava do Norte;5102694;MT;sem ocorrência
Cananéia;3509908;SP;10,74
Canapi;2701605;AL;3,43
Canápolis;2906105;BA;sem ocorrência
Canápolis;3111804;MG;sem ocorrência
Canarana;2906204;BA;sem ocorrência
Canarana;5102702;MT;sem ocorrência
Canas;3509957;SP;sem ocorrência
Canavieira;2202251;PI;sem ocorrência
Canavieiras;2906303;BA;2,3
Candeal;2906402;BA;sem ocorrência
Candeias;2906501;BA;32,24
Candeias;3112000;MG;sem ocorrência
Candeias do Jamari;1100809;RO;0
Candelária;4304200;RS;sem ocorrência
Candiba;2906600;BA;0,13
Cândido de Abreu;4104402;PR;0,01
Cândido Godói;4304309;RS;sem ocorrência
Cândido Mendes;2102606;MA;82,15
Cândido Mota;3510005;SP;sem ocorrência
Cândido Rodrigues;3510104;SP;sem ocorrência
Cândido Sales;2906709;BA;sem ocorrência
Candiota;4304358;RS;sem ocorrência
Candói;4104428;PR;sem ocorrência
Canela;4304408;RS;0,72
Canelinha;4203709;SC;sem ocorrência
Canguaretama;2402204;RN;23,07
Canguçu;4304507;RS;sem ocorrência
Canhoba;2801108;SE;sem ocorrência
Canhotinho;2603702;PE;sem ocorrência
Canindé;2302800;CE;sem ocorrência
Canindé de São Francisco;2801207;SE;0,19
Canitar;3510153;SP;sem ocorrência
Canoas;4304606;RS;0,2
Canoinhas;4203808;SC;sem ocorrência
Cansanção;2906808;BA;sem ocorrência
Cantá;1400175;RR;sem ocorrência
Cantagalo;3112059;MG;sem ocorrência
Cantagalo;3301108;RJ;sem ocorrência
Cantagalo;4104451;PR;sem ocorrência
Cantanhede;2102705;MA;sem ocorrência
Canto do Buriti;2202307;PI;sem ocorrência
Canudos;2906824;BA;0,02
Canudos do Vale;4304614;RS;sem ocorrência
Canutama;1300904;AM;7,01
Capanema;1502202;PA;sem ocorrência
Capanema;4104501;PR;sem ocorrência
Capão Alto;4203253;SC;sem ocorrência
Capão Bonito;3510203;SP;0,03
Capão Bonito do Sul;4304622;RS;sem ocorrência
Capão da Canoa;4304630;RS;sem ocorrência
Capão do Cipó;4304655;RS;sem ocorrência
Capão do Leão;4304663;RS;sem ocorrência
Caparaó;3112109;MG;0,95
Capela;2701704;AL;sem ocorrência
Capela;2801306;SE;0,01
Capela de Santana;4304689;RS;sem ocorrência
Capela do Alto;3510302;SP;sem ocorrência
Capela do Alto Alegre;2906857;BA;sem ocorrência
Capela Nova;3112208;MG;sem ocorrência
Capelinha;3112307;MG;sem ocorrência
Capetinga;3112406;MG;sem ocorrência
Capim;2504033;PB;sem ocorrência
Capim Branco;3112505;MG;sem ocorrência
Capim Grosso;2906873;BA;sem ocorrência
Capinópolis;3112604;MG;sem ocorrência
Capinzal;4203907;SC;sem ocorrência
Capinzal do Norte;2102754;MA;sem ocorrência
Capistrano;2302909;CE;0,03
Capitão;4304697;RS;sem ocorrência
Capitão Andrade;3112653;MG;sem ocorrência
Capitão de Campos;2202406;PI;sem ocorrência
Capitão Enéas;3112703;MG;sem ocorrência
Capitão Gervásio Oliveira;2202455;PI;sem ocorrência
Capitão Leônidas Marques;4104600;PR;sem ocorrência
Capitão Poço;1502301;PA;sem ocorrência
Capitólio;3112802;MG;1,16
Capivari;3510401;SP;sem ocorrência
Capivari de Baixo;4203956;SC;sem ocorrência
Capivari do Sul;4304671;RS;sem ocorrência
Capixaba;1200179;AC;1,12
Capoeiras;2603801;PE;sem ocorrência
Caputira;3112901;MG;sem ocorrência
Caraá;4304713;RS;sem ocorrência
Caracaraí;1400209;RR;6,4
Caracol;2202505;PI;0,08
Caracol;5002803;MS;37,77
Caraguatatuba;3510500;SP;0,08
Caraí;3113008;MG;2
Caraíbas;2906899;BA;sem ocorrência
Carambeí;4104659;PR;20,16
Caranaíba;3113107;MG;sem ocorrência
Carandaí;3113206;MG;sem ocorrência
Carangola;3113305;MG;sem ocorrência
Carapebus;3300936;RJ;1,11
Carapicuíba;3510609;SP;1,51
Caratinga;3113404;MG;sem ocorrência
Carauari;1301001;AM;12,93
Caraúbas;2402303;RN;sem ocorrência
Caraúbas;2504074;PB;sem ocorrência
Caraúbas do Piauí;2202539;PI;100
Caravelas;2906907;BA;52,24
Carazinho;4304705;RS;sem ocorrência
Carbonita;3113503;MG;sem ocorrência
Cardeal da Silva;2907004;BA;sem ocorrência
Cardoso;3510708;SP;sem ocorrência
Cardoso Moreira;3301157;RJ;sem ocorrência
Careaçu;3113602;MG;sem ocorrência
Careiro;1301100;AM;sem ocorrência
Careiro da Várzea;1301159;AM;sem ocorrência
Cariacica;3201308;ES;0,47
Caridade;2303006;CE;sem ocorrência
Caridade do Piauí;2202554;PI;1,99
Carinhanha;2907103;BA;sem ocorrência
Carira;2801405;SE;sem ocorrência
Cariré;2303105;CE;sem ocorrência
Cariri do Tocantins;1703867;TO;sem ocorrência
Caririaçu;2303204;CE;sem ocorrência
Cariús;2303303;CE;sem ocorrência
Carlinda;5102793;MT;sem ocorrência
Carlópolis;4104709;PR;sem ocorrência
Carlos Barbosa;4304804;RS;sem ocorrência
Carlos Chagas;3113701;MG;sem ocorrência
Carlos Gomes;4304853;RS;sem ocorrência
Carmésia;3113800;MG;sem ocorrência
Carmo;3301207;RJ;sem ocorrência
Carmo da Cachoeira;3113909;MG;sem ocorrência
Carmo da Mata;3114006;MG;sem ocorrência
Carmo de Minas;3114105;MG;sem ocorrência
Carmo do Cajuru;3114204;MG;sem ocorrência
Carmo do Paranaíba;3114303;MG;sem ocorrência
Carmo do Rio Claro;3114402;MG;sem ocorrência
Carmo do Rio Verde;5205000;GO;sem ocorrência
Carmolândia;1703883;TO;sem ocorrência
Carmópolis;2801504;SE;sem ocorrência
Carmópolis de Minas;3114501;MG;sem ocorrência
Carnaíba;2603900;PE;sem ocorrência
Carnaúba dos Dantas;2402402;RN;sem ocorrência
Carnaubais;2402501;RN;sem ocorrência
Carnaubal;2303402;CE;sem ocorrência
Carnaubeira da Penha;2603926;PE;sem ocorrência
Carneirinho;3114550;MG;sem ocorrência
Carneiros;2701803;AL;sem ocorrência
Caroebe;1400233;RR;sem ocorrência
Carolina;2102804;MA;1,13
Carpina;2604007;PE;sem ocorrência
Carrancas;3114600;MG;sem ocorrência
Carrapateira;2504108;PB;sem ocorrência
Carrasco Bonito;1703891;TO;4,73
Caruaru;2604106;PE;0,01
Carutapera;2102903;MA;91,21
Carvalhópolis;3114709;MG;sem ocorrência
Carvalhos;3114808;MG;sem ocorrência
Casa Branca;3510807;SP;sem ocorrência
Casa Grande;3114907;MG;sem ocorrência
Casa Nova;2907202;BA;78,92
Casca;4304903;RS;sem ocorrência
Cascalho Rico;3115003;MG;sem ocorrência
Cascavel;2303501;CE;sem ocorrência
Cascavel;4104808;PR;sem ocorrência
Caseara;1703909;TO;100
Caseiros;4304952;RS;sem ocorrência
Casimiro de Abreu;3301306;RJ;6,96
Casinhas;2604155;PE;sem ocorrência
Casserengue;2504157;PB;sem ocorrência
Cássia;3115102;MG;sem ocorrência
Cássia dos Coqueiros;3510906;SP;sem ocorrência
Cassilândia;5002902;MS;95,3
Castanhal;1502400;PA;sem ocorrência
Castanheira;5102850;MT;sem ocorrência
Castanheiras;1100908;RO;sem ocorrência
Castelândia;5205059;GO;sem ocorrência
Castelo;3201407;ES;0,04
Castelo do Piauí;2202604;PI;sem ocorrência
Castilho;3511003;SP;sem ocorrência
Castro;4104907;PR;0,26
Castro Alves;2907301;BA;sem ocorrência
Cataguases;3115300;MG;0,02
Catalão;5205109;GO;sem ocorrência
Catanduva;3511102;SP;sem ocorrência
Catanduvas;4105003;PR;sem ocorrência
Catanduvas;4204004;SC;sem ocorrência
Catarina;2303600;CE;sem ocorrência
Catas Altas;3115359;MG;0,31
Catas Altas da Noruega;3115409;MG;sem ocorrência
Catende;2604205;PE;sem ocorrência
Catiguá;3511201;SP;sem ocorrência
Catingueira;2504207;PB;sem ocorrência
Catolândia;2907400;BA;0,29
Catolé do Rocha;2504306;PB;sem ocorrência
Catu;2907509;BA;sem ocorrência
Catuípe;4305009;RS;sem ocorrência
Catuji;3115458;MG;24,44
Catunda;2303659;CE;sem ocorrência
Caturaí;5205208;GO;sem ocorrência
Caturama;2907558;BA;sem ocorrência
Caturité;2504355;PB;sem ocorrência
Catuti;3115474;MG;sem ocorrência
Caucaia;2303709;CE;3,5
Cavalcante;5205307;GO;79,84
Caxambu;3115508;MG;sem ocorrência
Caxambu do Sul;4204103;SC;sem ocorrência
Caxias;2103000;MA;sem ocorrência
Caxias do Sul;4305108;RS;sem ocorrência
Caxingó;2202653;PI;73,6
Ceará-Mirim;2402600;RN;sem ocorrência
Cedral;2103109;MA;100
Cedral;3511300;SP;sem ocorrência
Cedro;2303808;CE;sem ocorrência
Cedro;2604304;PE;6,35
Cedro de São João;2801603;SE;sem ocorrência
Cedro do Abaeté;3115607;MG;sem ocorrência
Celso Ramos;4204152;SC;sem ocorrência
Centenário;1704105;TO;sem ocorrência
Centenário;4305116;RS;sem ocorrência
Centenário do Sul;4105102;PR;sem ocorrência
Central;2907608;BA;sem ocorrência
Central de Minas;3115706;MG;sem ocorrência
Central do Maranhão;2103125;MA;100
Centralina;3115805;MG;sem ocorrência
Centro do Guilherme;2103158;MA;sem ocorrência
Centro Novo do Maranhão;2103174;MA;0,78
Cerejeiras;1100056;RO;sem ocorrência
Ceres;5205406;GO;sem ocorrência
Cerqueira César;3511409;SP;sem ocorrência
Cerquilho;3511508;SP;sem ocorrência
