Municípios;Código municipal;UF;homens para cada 100 mulheres
Mauá;3529401;SP;92,82
Mauá da Serra;4115754;PR;100,49
Maués;1302900;AM;109,88
Maurilândia;5213004;GO;102,91
Maurilândia do Tocantins;1712801;TO;106,2
Mauriti;2308104;CE;98,11
Maxaranguape;2407500;RN;100,8
Maximiliano de Almeida;4312203;RS;97,88
Mazagão;1600402;AP;108,34
Medeiros;3141306;MG;109,34
Medeiros Neto;2921104;BA;101,73
Medianeira;4115804;PR;98,12
Medicilândia;1504455;PA;112,19
Medina;3141405;MG;100,62
Meleiro;4210803;SC;98,81
Melgaço;1504505;PA;109,43
Mendes;3302809;RJ;89,03
Mendes Pimentel;3141504;MG;95,19
Mendonça;3529500;SP;102,33
Mercedes;4115853;PR;97,37
Mercês;3141603;MG;99,56
Meridiano;3529609;SP;96,48
Meruoca;2308203;CE;100,6
Mesópolis;3529658;SP;102,91
Mesquita;3141702;MG;100,4
Mesquita;3302858;RJ;88,21
Messias;2705200;AL;91,13
Messias Targino;2407609;RN;95,52
Miguel Alves;2206209;PI;101,97
Miguel Calmon;2921203;BA;96,94
Miguel Leão;2206308;PI;100
Miguel Pereira;3302908;RJ;88,97
Miguelópolis;3529708;SP;96,06
Milagres;2308302;CE;95,69
Milagres;2921302;BA;95,05
Milagres do Maranhão;2106672;MA;106,85
Milhã;2308351;CE;100,1
Milton Brandão;2206357;PI;104,76
Mimoso de Goiás;5213053;GO;106,48
Mimoso do Sul;3203403;ES;101,19
Minaçu;5213087;GO;100,36
Minador do Negrão;2705309;AL;96,39
Minas do Leão;4312252;RS;96,21
Minas Novas;3141801;MG;98,19
Minduri;3141900;MG;100,7
Mineiros;5213103;GO;99,22
Mineiros do Tietê;3529807;SP;98,44
Ministro Andreazza;1101203;RO;103,14
Mira Estrela;3530003;SP;99,49
Mirabela;3142007;MG;100,1
Miracatu;3529906;SP;99,07
Miracema;3303005;RJ;92,92
Miracema do Tocantins;1713205;TO;100,11
Mirador;2106706;MA;104,63
Mirador;4115903;PR;101,44
Miradouro;3142106;MG;98,76
Miraguaí;4312302;RS;99,15
Miraí;3142205;MG;96,53
Miraíma;2308377;CE;105,59
Miranda;5005608;MS;102,43
Miranda do Norte;2106755;MA;99,03
Mirandiba;2609303;PE;98,63
Mirandópolis;3530102;SP;131,69
Mirangaba;2921401;BA;99,75
Miranorte;1713304;TO;103,25
Mirante;2921450;BA;106,76
Mirante da Serra;1101302;RO;102,26
Mirante do Paranapanema;3530201;SP;98,99
Miraselva;4116000;PR;100,41
Mirassol;3530300;SP;94,08
Mirassol d'Oeste;5105622;MT;99,74
Mirassolândia;3530409;SP;101,16
Miravânia;3142254;MG;100,76
Mirim Doce;4210852;SC;102,66
Mirinzal;2106805;MA;101,33
Missal;4116059;PR;98,67
Missão Velha;2308401;CE;96,81
Mocajuba;1504604;PA;103
Mococa;3530508;SP;96,25
Modelo;4210902;SC;100,99
Moeda;3142304;MG;99,42
Moema;3142403;MG;95,95
Mogeiro;2509404;PB;95,87
Mogi das Cruzes;3530607;SP;92,69
Mogi Guaçu;3530706;SP;94,91
Mogi Mirim;3530805;SP;94,57
Moiporá;5213400;GO;100,12
Moita Bonita;2804102;SE;95,75
Moju;1504703;PA;109,12
Mojuí dos Campos;1504752;PA;108,53
Mombaça;2308500;CE;98,58
Mombuca;3530904;SP;96,52
Monção;2106904;MA;100,83
Monções;3531001;SP;98,67
Mondaí;4211009;SC;100,96
Mongaguá;3531100;SP;103,53
Monjolos;3142502;MG;97,72
Monsenhor Gil;2206407;PI;92,04
Monsenhor Hipólito;2206506;PI;99,87
Monsenhor Paulo;3142601;MG;104,26
Monsenhor Tabosa;2308609;CE;99,01
Montadas;2509503;PB;97,08
Montalvânia;3142700;MG;100,51
Montanha;3203502;ES;97,84
Montanhas;2407708;RN;96,5
Montauri;4312351;RS;100,4
Monte Alegre;1504802;PA;102,33
Monte Alegre;2407807;RN;97,52
Monte Alegre de Goiás;5213509;GO;107,7
Monte Alegre de Minas;3142809;MG;101
Monte Alegre de Sergipe;2804201;SE;101,29
Monte Alegre do Piauí;2206605;PI;102,51
Monte Alegre do Sul;3531209;SP;98,37
Monte Alegre dos Campos;4312377;RS;112,57
Monte Alto;3531308;SP;95,75
Monte Aprazível;3531407;SP;95,52
Monte Azul;3142908;MG;98,34
Monte Azul Paulista;3531506;SP;100,14
Monte Belo;3143005;MG;103,46
Monte Belo do Sul;4312385;RS;98,06
Monte Carlo;4211058;SC;101,17
Monte Carmelo;3143104;MG;99,72
Monte Castelo;3531605;SP;98,4
Monte Castelo;4211108;SC;104,39
Monte das Gameleiras;2407906;RN;100
Monte do Carmo;1713601;TO;107,21
Monte Formoso;3143153;MG;109,82
Monte Horebe;2509602;PB;97,36
Monte Mor;3531803;SP;97,2
Monte Negro;1101401;RO;107,96
Monte Santo;2921500;BA;102,66
Monte Santo de Minas;3143203;MG;99,47
Monte Santo do Tocantins;1713700;TO;108,17
Monte Sião;3143401;MG;97,78
Monteiro;2509701;PB;95,54
Monteiro Lobato;3531704;SP;99,81
Monteirópolis;2705408;AL;95,27
Montenegro;4312401;RS;98,54
Montes Altos;2107001;MA;107,47
Montes Claros;3143302;MG;92,25
Montes Claros de Goiás;5213707;GO;104,34
Montezuma;3143450;MG;100,17
Montividiu;5213756;GO;103,59
Montividiu do Norte;5213772;GO;109,6
Morada Nova;2308708;CE;97,22
Morada Nova de Minas;3143500;MG;105,23
Moraújo;2308807;CE;99,37
Moreilândia;2614303;PE;99,85
Moreira Sales;4116109;PR;98,88
Moreno;2609402;PE;91,28
Mormaço;4312427;RS;97,28
Morpará;2921609;BA;104,97
Morretes;4116208;PR;99,36
Morrinhos;2308906;CE;101,89
Morrinhos;5213806;GO;99,19
Morrinhos do Sul;4312443;RS;108,2
Morro Agudo;3531902;SP;96,08
Morro Agudo de Goiás;5213855;GO;97,11
Morro Cabeça no Tempo;2206654;PI;112,79
Morro da Fumaça;4211207;SC;97,85
Morro da Garça;3143609;MG;105,37
Morro do Chapéu;2921708;BA;97,9
Morro do Chapéu do Piauí;2206670;PI;103,19
Morro do Pilar;3143708;MG;96,8
Morro Grande;4211256;SC;102,69
Morro Redondo;4312450;RS;96,36
Morro Reuter;4312476;RS;100,9
Morros;2107100;MA;105,11
Mortugaba;2921807;BA;97,15
Morungaba;3532009;SP;95,58
Mossâmedes;5213905;GO;100,6
Mossoró;2408003;RN;91,63
Mostardas;4312500;RS;102,51
Motuca;3532058;SP;102,31
Mozarlândia;5214002;GO;99,54
Muaná;1504901;PA;102,8
Mucajaí;1400308;RR;105,93
Mucambo;2309003;CE;94,15
Mucugê;2921906;BA;97,61
Muçum;4312609;RS;92,51
Mucuri;2922003;BA;98,09
Mucurici;3203601;ES;101,1
Muitos Capões;4312617;RS;108,77
Muliterno;4312625;RS;106,85
Mulungu;2309102;CE;99,15
Mulungu;2509800;PB;93,55
Mulungu do Morro;2922052;BA;99,36
Mundo Novo;2922102;BA;97,14
Mundo Novo;5005681;MS;91,91
Mundo Novo;5214051;GO;106,09
Munhoz;3143807;MG;107,9
Munhoz de Melo;4116307;PR;97,65
Muniz Ferreira;2922201;BA;96,93
Muniz Freire;3203700;ES;103,01
Muquém do São Francisco;2922250;BA;111,4
Muqui;3203809;ES;99,49
Muriaé;3143906;MG;91,96
Muribeca;2804300;SE;92,66
Murici;2705507;AL;93,34
Murici dos Portelas;2206696;PI;105,39
Muricilândia;1713957;TO;107,58
Muritiba;2922300;BA;87,52
Murutinga do Sul;3532108;SP;98,35
Mutuípe;2922409;BA;92,57
Mutum;3144003;MG;102,25
Mutunópolis;5214101;GO;104,12
Muzambinho;3144102;MG;99,32
Nacip Raydan;3144201;MG;95,31
Nantes;3532157;SP;96,31
Nanuque;3144300;MG;91,52
Não-Me-Toque;4312658;RS;94,23
Naque;3144359;MG;96,05
Narandiba;3532207;SP;98,64
Natal;2408102;RN;86,91
Natalândia;3144375;MG;104,29
Natércia;3144409;MG;105,93
Natividade;1714203;TO;105,44
Natividade;3303104;RJ;94,18
Natividade da Serra;3532306;SP;108,37
Natuba;2509909;PB;100,92
Navegantes;4211306;SC;96,98
Naviraí;5005707;MS;97,11
Nazaré;1714302;TO;100,13
Nazaré;2922508;BA;92,86
Nazaré da Mata;2609501;PE;88,5
Nazaré do Piauí;2206704;PI;101,24
Nazaré Paulista;3532405;SP;103,02
Nazareno;3144508;MG;103,46
Nazarezinho;2510006;PB;103,53
Nazária;2206720;PI;100,55
Nazário;5214408;GO;99
Neópolis;2804409;SE;96,34
Nepomuceno;3144607;MG;97,3
Nerópolis;5214507;GO;95,28
Neves Paulista;3532504;SP;98,18
Nhamundá;1303007;AM;106,4
Nhandeara;3532603;SP;92,61
Nicolau Vergueiro;4312674;RS;102,94
Nilo Peçanha;2922607;BA;101,76
Nilópolis;3303203;RJ;87,45
Nina Rodrigues;2107209;MA;93
Ninheira;3144656;MG;105,51
Nioaque;5005806;MS;106,72
Nipoã;3532702;SP;105,09
Niquelândia;5214606;GO;100,82
Nísia Floresta;2408201;RN;116,41
Niterói;3303302;RJ;84,53
Nobres;5105903;MT;104,16
Nonoai;4312708;RS;98,05
Nordestina;2922656;BA;100,79
Normandia;1400407;RR;106,53
Nortelândia;5106000;MT;103
Nossa Senhora Aparecida;2804458;SE;99,57
Nossa Senhora da Glória;2804508;SE;95,13
Nossa Senhora das Dores;2804607;SE;94,61
Nossa Senhora das Graças;4116406;PR;97,15
Nossa Senhora de Lourdes;2804706;SE;100,19
Nossa Senhora de Nazaré;2206753;PI;102,95
Nossa Senhora do Livramento;5106109;MT;110,58
Nossa Senhora do Socorro;2804805;SE;90,11
Nossa Senhora dos Remédios;2206803;PI;100,49
Nova Aliança;3532801;SP;96,68
Nova Aliança do Ivaí;4116505;PR;100,76
Nova Alvorada;4312757;RS;97,93
Nova Alvorada do Sul;5006002;MS;99
Nova América;5214705;GO;103,04
Nova América da Colina;4116604;PR;101,97
Nova Andradina;5006200;MS;97,1
Nova Araçá;4312807;RS;103,12
Nova Aurora;4116703;PR;97,09
Nova Aurora;5214804;GO;104,78
Nova Bandeirantes;5106158;MT;118,72
Nova Bassano;4312906;RS;100,02
Nova Belém;3144672;MG;105,01
Nova Boa Vista;4312955;RS;103,39
Nova Brasilândia;5106208;MT;109,37
Nova Brasilândia D'Oeste;1100148;RO;104,5
Nova Bréscia;4313003;RS;99,48
Nova Campina;3532827;SP;99,51
Nova Canaã;2922706;BA;101,37
Nova Canaã do Norte;5106216;MT;108,09
Nova Canaã Paulista;3532843;SP;98,44
Nova Candelária;4313011;RS;103,25
Nova Cantu;4116802;PR;100,53
Nova Castilho;3532868;SP;96,3
Nova Colinas;2107258;MA;110,26
Nova Crixás;5214838;GO;106,39
Nova Cruz;2408300;RN;95,18
Nova Era;3144706;MG;92,37
Nova Erechim;4211405;SC;103,27
Nova Esperança;4116901;PR;93,74
Nova Esperança do Piriá;1504950;PA;105,56
Nova Esperança do Sudoeste;4116950;PR;104,94
Nova Esperança do Sul;4313037;RS;96,01
Nova Europa;3532900;SP;100,06
Nova Fátima;2922730;BA;95,7
Nova Fátima;4117008;PR;95,69
Nova Floresta;2510105;PB;92,1
Nova Friburgo;3303401;RJ;91,56
Nova Glória;5214861;GO;101,6
Nova Granada;3533007;SP;98,05
Nova Guarita;5108808;MT;106,11
Nova Guataporanga;3533106;SP;96,36
Nova Hartz;4313060;RS;97,17
Nova Ibiá;2922755;BA;106,77
Nova Iguaçu;3303500;RJ;90,58
Nova Iguaçu de Goiás;5214879;GO;105,18
Nova Independência;3533205;SP;122,66
Nova Iorque;2107308;MA;101,4
Nova Ipixuna;1504976;PA;109,5
Nova Itaberaba;4211454;SC;109,71
Nova Itarana;2922805;BA;102,34
Nova Lacerda;5106182;MT;111,48
Nova Laranjeiras;4117057;PR;103,57
Nova Lima;3144805;MG;94,35
Nova Londrina;4117107;PR;96,37
Nova Luzitânia;3533304;SP;101,63
Nova Mamoré;1100338;RO;105,09
Nova Marilândia;5108857;MT;107,47
Nova Maringá;5108907;MT;112,12
Nova Módica;3144904;MG;98,75
Nova Monte Verde;5108956;MT;110,24
Nova Mutum;5106224;MT;103,42
Nova Nazaré;5106174;MT;103,29
Nova Odessa;3533403;SP;95,59
Nova Olímpia;4117206;PR;97,59
Nova Olímpia;5106232;MT;106,02
Nova Olinda;1714880;TO;108,05
Nova Olinda;2309201;CE;95,05
Nova Olinda;2510204;PB;100,87
Nova Olinda do Maranhão;2107357;MA;98,15
Nova Olinda do Norte;1303106;AM;107,82
Nova Pádua;4313086;RS;103,03
Nova Palma;4313102;RS;98,65
Nova Palmeira;2510303;PB;99,3
Nova Petrópolis;4313201;RS;94,52
Nova Ponte;3145000;MG;102,5
Nova Porteirinha;3145059;MG;100,48
Nova Prata;4313300;RS;95,41
Nova Prata do Iguaçu;4117255;PR;98,98
Nova Ramada;4313334;RS;106,99
Nova Redenção;2922854;BA;100,91
Nova Resende;3145109;MG;107,14
Nova Roma;5214903;GO;108,4
Nova Roma do Sul;4313359;RS;104,12
Nova Rosalândia;1715002;TO;103,88
Nova Russas;2309300;CE;97,24
Nova Santa Bárbara;4117214;PR;97,54
Nova Santa Helena;5106190;MT;106,78
Nova Santa Rita;2207959;PI;109,24
Nova Santa Rita;4313375;RS;98,94
Nova Santa Rosa;4117222;PR;98,14
Nova Serrana;3145208;MG;99,58
Nova Soure;2922904;BA;99,08
Nova Tebas;4117271;PR;105,46
Nova Timboteua;1505007;PA;103,17
Nova Trento;4211504;SC;99,55
Nova Ubiratã;5106240;MT;110,59
Nova União;1101435;RO;103,75
Nova União;3136603;MG;100,51
Nova Venécia;3203908;ES;98,07
Nova Veneza;4211603;SC;97,94
Nova Veneza;5215009;GO;99,85
Nova Viçosa;2923001;BA;96,43
Nova Xavantina;5106257;MT;106,49
Novais;3533254;SP;101
Novo Acordo;1715101;TO;102,09
Novo Airão;1303205;AM;104,34
Novo Alegre;1715150;TO;101,31
Novo Aripuanã;1303304;AM;108,33
Novo Barreiro;4313490;RS;103,53
Novo Brasil;5215207;GO;103,52
Novo Cabrais;4313391;RS;98,66
Novo Cruzeiro;3145307;MG;98,07
Novo Gama;5215231;GO;96,83
Novo Hamburgo;4313409;RS;91,59
Novo Horizonte;2923035;BA;103,02
Novo Horizonte;3533502;SP;97,01
Novo Horizonte;4211652;SC;104,88
Novo Horizonte do Norte;5106273;MT;108,27
Novo Horizonte do Oeste;1100502;RO;104,78
Novo Horizonte do Sul;5006259;MS;103,93
Novo Itacolomi;4117297;PR;102,79
Novo Jardim;1715259;TO;104,21
Novo Lino;2705606;AL;98,57
Novo Machado;4313425;RS;98,88
Novo Mundo;5106265;MT;109,24
Novo Oriente;2309409;CE;98,19
Novo Oriente de Minas;3145356;MG;102,74
Novo Oriente do Piauí;2206902;PI;99,51
Novo Planalto;5215256;GO;103,95
Novo Progresso;1505031;PA;108,27
Novo Repartimento;1505064;PA;106,41
Novo Santo Antônio;2206951;PI;100,35
Novo Santo Antônio;5106315;MT;108,16
Novo São Joaquim;5106281;MT;107,84
Novo Tiradentes;4313441;RS;105,56
Novo Triunfo;2923050;BA;97,81
Novo Xingu;4313466;RS;99,76
Novorizonte;3145372;MG;100,04
Nuporanga;3533601;SP;97,46
Óbidos;1505106;PA;104,94
Ocara;2309458;CE;100,16
Ocauçu;3533700;SP;104,49
Oeiras;2207009;PI;93,29
Oeiras do Pará;1505205;PA;108,9
Oiapoque;1600501;AP;105,4
Olaria;3145406;MG;107,36
Óleo;3533809;SP;104,73
Olho d'Água;2510402;PB;96,56
Olho d'Água das Cunhãs;2107407;MA;98,13
Olho d'Água das Flores;2705705;AL;91,71
Olho d'Água do Borges;2408409;RN;98,12
Olho d'Água do Casado;2705804;AL;97,52
Olho D'Água do Piauí;2207108;PI;99,77
Olho d'Água Grande;2705903;AL;100,74
Olhos-d'Água;3145455;MG;107,04
Olímpia;3533908;SP;94,38
Olímpio Noronha;3145505;MG;98,68
Olinda;2609600;PE;84,89
Olinda Nova do Maranhão;2107456;MA;102,88
Olindina;2923100;BA;94,88
Olivedos;2510501;PB;102,03
Oliveira;3145604;MG;94,17
Oliveira de Fátima;1715507;TO;100
Oliveira dos Brejinhos;2923209;BA;102,28
Oliveira Fortes;3145703;MG;95,47
Olivença;2706000;AL;95,37
Onça de Pitangui;3145802;MG;101,84
Onda Verde;3534005;SP;101,22
Oratórios;3145851;MG;101,1
Oriente;3534104;SP;92,44
Orindiúva;3534203;SP;100,2
Oriximiná;1505304;PA;101,83
Orizânia;3145877;MG;102,91
Orizona;5215306;GO;102,28
Orlândia;3534302;SP;93,3
Orleans;4211702;SC;98,08
Orobó;2609709;PE;94,58
Orocó;2609808;PE;100,31
Orós;2309508;CE;96,71
Ortigueira;4117305;PR;103,23
Osasco;3534401;SP;90,67
Oscar Bressane;3534500;SP;91,62
Osório;4313508;RS;94,95
Osvaldo Cruz;3534609;SP;99,13
Otacílio Costa;4211751;SC;98,4
Ourém;1505403;PA;102,71
Ouriçangas;2923308;BA;93,04
Ouricuri;2609907;PE;97,25
Ourilândia do Norte;1505437;PA;103,87
Ourinhos;3534708;SP;90,77
Ourizona;4117404;PR;101,33
Ouro;4211801;SC;100,63
Ouro Branco;2408508;RN;99,55
Ouro Branco;2706109;AL;98,16
Ouro Branco;3145901;MG;96,3
Ouro Fino;3146008;MG;98,14
Ouro Preto;3146107;MG;95,21
Ouro Preto do Oeste;1100155;RO;96,73
Ouro Velho;2510600;PB;99,32
Ouro Verde;3534807;SP;93,51
Ouro Verde;4211850;SC;103,26
Ouro Verde de Goiás;5215405;GO;102,24
Ouro Verde de Minas;3146206;MG;99,41
Ouro Verde do Oeste;4117453;PR;99,09
Ouroeste;3534757;SP;97,13
Ourolândia;2923357;BA;101,77
Ouvidor;5215504;GO;102,42
Pacaembu;3534906;SP;195,35
Pacajá;1505486;PA;111,13
Pacajus;2309607;CE;93,93
Pacaraima;1400456;RR;104,68
Pacatuba;2309706;CE;93,93
Pacatuba;2804904;SE;98,19
Paço do Lumiar;2107506;MA;90,97
Pacoti;2309805;CE;100,65
Pacujá;2309904;CE;92,31
Padre Bernardo;5215603;GO;101,04
Padre Carvalho;3146255;MG;97,04
Padre Marcos;2207207;PI;94,22
Padre Paraíso;3146305;MG;98,13
Paes Landim;2207306;PI;105,74
Pai Pedro;3146552;MG;102,59
Paial;4211876;SC;106,32
Paiçandu;4117503;PR;97,05
Paim Filho;4313607;RS;100,5
Paineiras;3146404;MG;99,06
Painel;4211892;SC;114,42
Pains;3146503;MG;98,92
Paiva;3146602;MG;100,54
Pajeú do Piauí;2207355;PI;107,18
Palestina;2706208;AL;97,13
Palestina;3535002;SP;99,41
Palestina de Goiás;5215652;GO;102,59
Palestina do Pará;1505494;PA;105,71
Palhano;2310001;CE;99,96
Palhoça;4211900;SC;96,1
Palma;3146701;MG;100,39
Palma Sola;4212007;SC;104,55
Palmácia;2310100;CE;100,2
Palmares;2610004;PE;93,47
Palmares do Sul;4313656;RS;96,75
Palmares Paulista;3535101;SP;100,58
Palmas;1721000;TO;95,29
Palmas;4117602;PR;95,61
Palmas de Monte Alto;2923407;BA;102,26
Palmeira;4117701;PR;98,87
Palmeira;4212056;SC;112,18
Palmeira d'Oeste;3535200;SP;99,08
Palmeira das Missões;4313706;RS;93,79
Palmeira do Piauí;2207405;PI;108,77
Palmeira dos Índios;2706307;AL;91,21
Palmeirais;2207504;PI;97,88
Palmeirândia;2107605;MA;98,97
Palmeirante;1715705;TO;112,96
Palmeiras;2923506;BA;97,54
Palmeiras de Goiás;5215702;GO;98,6
Palmeiras do Tocantins;1713809;TO;104,79
Palmeirina;2610103;PE;91,74
Palmeirópolis;1715754;TO;102,23
Palmelo;5215801;GO;91,93
Palminópolis;5215900;GO;97,79
Palmital;3535309;SP;94,25
Palmital;4117800;PR;103,07
Palmitinho;4313805;RS;99,97
Palmitos;4212106;SC;98,96
Palmópolis;3146750;MG;102,87
Palotina;4117909;PR;96,05
Panamá;5216007;GO;100,24
Panambi;4313904;RS;98,53
Pancas;3204005;ES;101,31
Panelas;2610202;PE;94,46
Panorama;3535408;SP;97,57
Pantano Grande;4313953;RS;98,06
Pão de Açúcar;2706406;AL;97,14
Papagaios;3146909;MG;98,63
Papanduva;4212205;SC;102,92
Paquetá;2207553;PI;105,44
Pará de Minas;3147105;MG;96,15
Paracambi;3303609;RJ;92,89
Paracatu;3147006;MG;98,04
Paracuru;2310209;CE;97,33
Paragominas;1505502;PA;98,82
Paraguaçu;3147204;MG;99,6
Paraguaçu Paulista;3535507;SP;99,46
Paraí;4314001;RS;99,56
Paraíba do Sul;3303708;RJ;88,83
Paraibano;2107704;MA;97,13
Paraibuna;3535606;SP;101,93
Paraipaba;2310258;CE;99,07
Paraíso;3535705;SP;102,02
Paraíso;4212239;SC;107,24
Paraíso das Águas;5006275;MS;109,35
Paraíso do Norte;4118006;PR;95,53
Paraíso do Sul;4314027;RS;99,24
Paraíso do Tocantins;1716109;TO;97,98
Paraisópolis;3147303;MG;98,42
Parambu;2310308;CE;96,3
Paramirim;2923605;BA;98,88
Paramoti;2310407;CE;102,18
Paraná;2408607;RN;110,37
Paranã;1716208;TO;111,14
Paranacity;4118105;PR;99,69
Paranaguá;4118204;PR;96,81
Paranaíba;5006309;MS;98,02
Paranaiguara;5216304;GO;91,27
Paranaíta;5106299;MT;108,3
Paranapanema;3535804;SP;103,26
Paranapoema;4118303;PR;95,6
Paranapuã;3535903;SP;99,85
Paranatama;2610301;PE;96,13
Paranatinga;5106307;MT;113,12
Paranavaí;4118402;PR;91,83
Paranhos;5006358;MS;102,3
Paraopeba;3147402;MG;95,23
Parapuã;3536000;SP;98,2
Parari;2510659;PB;100,93
Paratinga;2923704;BA;100,93
Paraty;3303807;RJ;97,65
Paraú;2408706;RN;100,39
Parauapebas;1505536;PA;100,01
Paraúna;5216403;GO;96,12
Parazinho;2408805;RN;98,39
Pardinho;3536109;SP;103,09
Pareci Novo;4314035;RS;100,14
Parecis;1101450;RO;110,24
Parelhas;2408904;RN;93,32
Pariconha;2706422;AL;100,55
Parintins;1303403;AM;102,22
Paripiranga;2923803;BA;96,24
Paripueira;2706448;AL;94,23
Pariquera-Açu;3536208;SP;98,01
Parisi;3536257;SP;93,44
Parnaguá;2207603;PI;110,44
Parnaíba;2207702;PI;91,4
Parnamirim;2403251;RN;89,26
Parnamirim;2610400;PE;101,41
Parnarama;2107803;MA;99,86
Parobé;4314050;RS;96,61
Passa e Fica;2409100;RN;96,22
Passa Quatro;3147600;MG;95,87
Passa Sete;4314068;RS;104,26
Passa Tempo;3147709;MG;99,46
Passa Vinte;3147808;MG;106,95
Passabém;3147501;MG;91,39
Passagem;2409209;RN;100,19
Passagem;2510709;PB;97,36
Passagem Franca;2107902;MA;97,77
Passagem Franca do Piauí;2207751;PI;100,83
Passira;2610509;PE;94,28
Passo de Camaragibe;2706505;AL;100,41
Passo de Torres;4212254;SC;97,99
Passo do Sobrado;4314076;RS;95,93
Passo Fundo;4314100;RS;90,44
Passos;3147907;MG;94,78
Passos Maia;4212270;SC;103,94
Pastos Bons;2108009;MA;100,85
Patis;3147956;MG;102,47
Pato Bragado;4118451;PR;93,88
Pato Branco;4118501;PR;92,95
Patos;2510808;PB;88,91
Patos de Minas;3148004;MG;94,61
Patos do Piauí;2207777;PI;105,49
Patrocínio;3148103;MG;100,85
Patrocínio do Muriaé;3148202;MG;97,59
Patrocínio Paulista;3536307;SP;101,7
Patu;2409308;RN;93,27
Paty do Alferes;3303856;RJ;93,36
Pau Brasil;2923902;BA;102,55
Pau D'Arco;1505551;PA;105,3
Pau D'Arco;1716307;TO;109,81
Pau D'Arco do Piauí;2207793;PI;106,27
Pau dos Ferros;2409407;RN;93,03
Paudalho;2610608;PE;94,4
Pauini;1303502;AM;113,29
Paula Cândido;3148301;MG;104,7
Paula Freitas;4118600;PR;104,84
Paulicéia;3536406;SP;101,34
Paulínia;3536505;SP;94,24
Paulino Neves;2108058;MA;105,25
Paulista;2510907;PB;96,91
Paulista;2610707;PE;86,68
Paulistana;2207801;PI;92,6
Paulistânia;3536570;SP;100
Paulistas;3148400;MG;94,98
Paulo Afonso;2924009;BA;90,73
Paulo Bento;4314134;RS;105,17
Paulo de Faria;3536604;SP;100,71
Paulo Frontin;4118709;PR;108,72
Paulo Jacinto;2706604;AL;95,66
Paulo Lopes;4212304;SC;99,32
Paulo Ramos;2108108;MA;100,13
Pavão;3148509;MG;99,68
Paverama;4314159;RS;100,86
Pavussu;2207850;PI;113,41
Pé de Serra;2924058;BA;96,19
Peabiru;4118808;PR;96,06
Peçanha;3148608;MG;99,45
Pederneiras;3536703;SP;98,68
Pedra;2610806;PE;102,75
Pedra Azul;3148707;MG;96,51
Pedra Bela;3536802;SP;107,7
Pedra Bonita;3148756;MG;106,43
Pedra Branca;2310506;CE;97,46
Pedra Branca;2511004;PB;95,55
Pedra Branca do Amapari;1600154;AP;108,42
Pedra do Anta;3148806;MG;98,86
Pedra do Indaiá;3148905;MG;108,52
Pedra Dourada;3149002;MG;100,07
Pedra Grande;2409506;RN;102,24
Pedra Lavrada;2511103;PB;99,45
Pedra Mole;2805000;SE;97,86
Pedra Preta;2409605;RN;105,82
Pedra Preta;5106372;MT;103,97
Pedralva;3149101;MG;102,67
Pedranópolis;3536901;SP;99,93
Pedrão;2924108;BA;93,15
Pedras Altas;4314175;RS;110,31
Pedras de Fogo;2511202;PB;97,3
Pedras de Maria da Cruz;3149150;MG;105,86
Pedras Grandes;4212403;SC;102,14
Pedregulho;3537008;SP;100,4
Pedreira;3537107;SP;95,96
Pedreiras;2108207;MA;91,4
Pedrinhas;2805109;SE;93,36
Pedrinhas Paulista;3537156;SP;94,72
Pedrinópolis;3149200;MG;109,92
Pedro Afonso;1716505;TO;103,05
Pedro Alexandre;2924207;BA;100,72
Pedro Avelino;2409704;RN;105,13
Pedro Canário;3204054;ES;97,74
Pedro de Toledo;3537206;SP;104,89
Pedro do Rosário;2108256;MA;99,85
Pedro Gomes;5006408;MS;100,96
Pedro II;2207900;PI;99,42
Pedro Laurentino;2207934;PI;108,48
Pedro Leopoldo;3149309;MG;91,66
Pedro Osório;4314209;RS;90,97
Pedro Régis;2512721;PB;103,03
Pedro Teixeira;3149408;MG;104,29
Pedro Velho;2409803;RN;98,68
Peixe;1716604;TO;106,31
Peixe-Boi;1505601;PA;102,91
Peixoto de Azevedo;5106422;MT;105
Pejuçara;4314308;RS;98,88
Pelotas;4314407;RS;87,65
Penaforte;2310605;CE;96,11
Penalva;2108306;MA;98,42
Penápolis;3537305;SP;92,78
Pendências;2409902;RN;94,8
Penedo;2706703;AL;91,26
Penha;4212502;SC;94,89
Pentecoste;2310704;CE;98,82
Pequeri;3149507;MG;91,49
Pequi;3149606;MG;101,8
Pequizeiro;1716653;TO;108,25
Perdigão;3149705;MG;101,02
Perdizes;3149804;MG;106,51
Perdões;3149903;MG;97,16
Pereira Barreto;3537404;SP;93,85
Pereiras;3537503;SP;100,53
Pereiro;2310803;CE;97,08
Peri Mirim;2108405;MA;100,76
Periquito;3149952;MG;96,08
Peritiba;4212601;SC;98,94
Peritoró;2108454;MA;99,48
Perobal;4118857;PR;97,83
Pérola;4118907;PR;95,94
Pérola d'Oeste;4119004;PR;100,16
Perolândia;5216452;GO;113,54
Peruíbe;3537602;SP;93
Pescador;3150000;MG;97,78
Pescaria Brava;4212650;SC;98,71
Pesqueira;2610905;PE;93,56
Petrolândia;2611002;PE;95,15
Petrolândia;4212700;SC;98,93
Petrolina;2611101;PE;93,12
Petrolina de Goiás;5216809;GO;100,1
Petrópolis;3303906;RJ;88,69
Piaçabuçu;2706802;AL;96,1
Piacatu;3537701;SP;98,17
Piancó;2511301;PB;93,83
